python full_graph.py --dataset-root /home/ksadowski/datasets/ --dataset ogbn-products --lr 0.021542537754776225 --hidden-feats 256 --num-layers 4 --aggregator-type mean --batch-norm --input-dropout 0.1 --dropout 0.3 --activation relu --test-validation
Epoch: 161 Train Loss: 0.22 Valid Loss: 0.30 Train Score: 0.9349 Valid Score: 0.9223 Train Epoch Time: 48.07 Valid Epoch Time: 14.80
Epoch: 162 Train Loss: 0.22 Valid Loss: 0.30 Train Score: 0.9358 Valid Score: 0.9215 Train Epoch Time: 48.05 Valid Epoch Time: 14.71
Epoch: 163 Train Loss: 0.22 Valid Loss: 0.30 Train Score: 0.9350 Valid Score: 0.9223 Train Epoch Time: 48.15 Valid Epoch Time: 14.70
Epoch: 164 Train Loss: 0.22 Valid Loss: 0.30 Train Score: 0.9354 Valid Score: 0.9212 Train Epoch Time: 47.96 Valid Epoch Time: 14.72
Epoch: 165 Train Loss: 0.22 Valid Loss: 0.30 Train Score: 0.9359 Valid Score: 0.9225 Train Epoch Time: 48.00 Valid Epoch Time: 14.68
Epoch: 166 Train Loss: 0.22 Valid Loss: 0.30 Train Score: 0.9360 Valid Score: 0.9219 Train Epoch Time: 48.03 Valid Epoch Time: 14.67
Epoch: 167 Train Loss: 0.22 Valid Loss: 0.30 Train Score: 0.9352 Valid Score: 0.9226 Train Epoch Time: 48.02 Valid Epoch Time: 14.68
Epoch: 168 Train Loss: 0.22 Valid Loss: 0.30 Train Score: 0.9350 Valid Score: 0.9228 Train Epoch Time: 48.12 Valid Epoch Time: 14.72
Epoch: 169 Train Loss: 0.22 Valid Loss: 0.30 Train Score: 0.9364 Valid Score: 0.9210 Train Epoch Time: 48.08 Valid Epoch Time: 14.72
Epoch: 170 Train Loss: 0.22 Valid Loss: 0.30 Train Score: 0.9356 Valid Score: 0.9226 Train Epoch Time: 48.13 Valid Epoch Time: 14.73
Epoch: 171 Train Loss: 0.22 Valid Loss: 0.30 Train Score: 0.9363 Valid Score: 0.9216 Train Epoch Time: 48.07 Valid Epoch Time: 14.66
Epoch: 172 Train Loss: 0.22 Valid Loss: 0.30 Train Score: 0.9361 Valid Score: 0.9224 Train Epoch Time: 48.04 Valid Epoch Time: 14.69
!! Early Stopping !!
Test Loss: 1.28 Test Score: 78.89 % Test Epoch Time: 15.06
